1							1.1746	0.8706	0.9779	0.9701	1.1487
2							1.0718	1.0960	0.7943	1.0554	1.4249
3							0.0000	1.3153	0.8866	1.1611	1.5238
4							0.0000	1.4506	1.1570	1.2115	1.6100
5							0.0000	1.5283	1.1792	1.2054	1.6301
6							0.0000	1.5687	1.1084	1.2393	1.6082
7							0.0000	1.6051	1.3001	1.2487	1.5845
8							0.0000	1.6480	1.3677	1.1689	1.5533
9							0.0000	1.6695	1.3819	1.0652	1.4378
10							0.0000	1.6744	1.3964	0.9135	1.2589
11							0.0000	1.6787	1.3862	1.0047	1.5169
12							0.0000	1.6790	1.3894	1.0568	1.5780
13							0.0000	1.6815	1.3934	1.0539	1.5926
14							0.0000	1.6845	1.4037	1.1001	1.6127
15							0.0000	1.6911	1.4142	1.0755	1.6255
16							0.0000	1.6913	1.4032	1.0917	1.6374
17							0.0000	1.6939	1.4051	1.1263	1.6429
18							0.0000	1.6948	1.4102	1.1125	1.6559
19							0.0000	1.6980	1.4211	1.0839	1.6606
20							0.0000	1.7041	1.4211	1.0554	1.6640
21							0.0000	1.7070	1.4391	1.0047	1.6708
22							0.0000	1.7094	1.4417	1.0024	1.6804
23							0.0000	1.7104	1.4341	1.0792	1.6954
24							0.0000	1.7170	1.4345	1.0524	1.6902
25							0.0000	1.7135	1.4402	0.9874	1.6808
26							0.0000	1.7182	1.4454	0.8746	1.6818
27							0.0000	1.7124	1.4501	0.7375	1.6861
28							0.0000	1.7102	1.4590	0.9762	1.6875
29							0.0000	1.7082	1.4576	0.8823	1.6900
30							0.0000	1.7005	1.4576	0.8663	1.6915
31							0.0000	1.6950	1.4752	1.0346	1.6829
32							0.0000	1.6906	1.4626	1.0363	1.6829
33							0.0000	1.7012	1.4349	0.9080	1.6583
34							0.0000	1.7112	1.4032	1.0539	1.6216
35							0.0000	1.7155	1.3841	1.0970	1.5215
36							0.0000	1.7110	1.3628	1.0755	1.2191
37							0.0000	1.7049	1.3366	1.0666	1.5494
38							0.0000	1.7070	1.3195	1.0273	1.6575
39							0.0000	1.7098	1.2944	1.0235	1.7263
40							0.0000	1.7130	1.2777	0.9456	1.7872
41							0.0000	1.7100	1.2113	0.8663	1.8372
42							0.0000	1.7100	1.1367	0.9080	1.8721
43							0.0000	1.7070	1.1123	1.0155	1.9005
44							0.0000	1.6984	1.2199	0.9188	1.9276
45							0.0000	1.6941	1.3203	0.9330	1.9524
46							0.0000	1.6984	1.3747	1.0611	1.9719
47							0.0000	1.7012	1.4097	1.0939	1.9911
48							0.0000	1.7092	1.4364	1.0692	2.0106
49							0.0000	1.6993	1.4877	1.1319	2.0231
50							0.0000	1.7008	1.5174	1.1179	2.0377
51							0.0000	1.7039	1.5414	0.9819	2.0456
52							0.0000	1.7039	1.5630	1.0705	2.0507
53							0.0000	1.7031	1.5831	1.1981	2.0532
54							0.0000	1.6884	1.6132	1.2464	2.0519
55							0.0000	1.6559	1.6385	1.2631	2.0503
56							0.0000	1.6012	1.6598	1.2685	2.0441
57							0.0000	1.5175	1.6722	1.2800	2.0393
58							0.0000	1.3991	1.6829	1.2933	2.0337
59							0.0000	1.2557	1.6931	1.2991	2.0274
60							0.0000	1.1161	1.7036	1.3066	2.0197
61							0.0000	0.9716	1.7158	1.3033	2.0079
62							0.0000	0.9330	1.7257	1.3070	1.9955
63							0.0000	0.8706	1.7325	1.3171	1.9861
64							0.0000	1.0226	1.7412	1.3218	1.9745
65							0.0000	1.0718	1.7496	1.3213	1.9621
66							0.0000	1.2191	1.7576	1.3185	1.9506
67							0.0000	1.2949	1.7604	1.3279	1.9398
68							0.0000	1.3653	1.7609	1.3372	1.9300
69							0.0000	1.3825	1.7631	1.3355	1.9147
70							0.0000	1.4086	1.7648	1.3383	1.9001
71							0.0000	1.4649	1.7689	1.3400	1.8817
72							0.0000	1.4989	1.7730	1.3395	1.8622
73							0.0000	1.5315	1.7776	1.3390	1.8388
74							0.0000	1.5504	1.7813	1.3420	1.8112
75							0.0000	1.5670	1.7847	1.3422	1.7816
76							0.0000	1.5986	1.7887	1.3469	1.7496
77							0.0000	1.6130	1.7910	1.3539	1.7026
78							0.0000	1.6314	1.7922	1.3576	1.6397
79							0.0000	1.6494	1.7933	1.3644	1.5192
80							0.0000	1.6660	1.7962	1.3733	1.2148
81							0.0000	1.6839	1.7989	1.3835	1.4269
82							0.0000	1.6989	1.8024	1.3869	1.5368
83							0.0000	1.7112	1.8063	1.3943	1.5788
84							0.0000	1.7159	1.8092	1.4043	1.5979
85							0.0000	1.7246	1.8139	1.4115	1.6314
86							0.0000	1.7292	1.8197	1.4141	1.6524
87							0.0000	1.7385	1.8251	1.4184	1.6778
