q   Afin    Avg     M1      M2      M3      M4      M5
6.0	0.76	-230.81	-231.11	-229.79	-231.68	-230.10	-231.35
6.2	0.78	-235.95	-237.13	-235.74	-235.60	-234.91	-236.39
6.4	0.79	-240.84	-239.80	-241.00	-241.78	-240.60	-241.00
6.6	0.80	-244.68	-244.79	-246.42	-245.27	-243.73	-243.18
6.8	0.82	-248.32	-247.74	-248.27	-248.30	-248.70	-248.59
7.0	0.83	-251.32	-252.20	-251.51	-250.87	-251.12	-250.90
7.2	0.84	-255.11	-255.91	-255.90	-253.91	-254.93	-254.91
7.4	0.84	-257.18	-256.85	-257.28	-256.88	-257.48	-257.43
7.6	0.85	-258.43	-258.29	-258.38	-257.22	-258.66	-259.59
7.8	0.86	-260.74	-262.33	-259.61	-261.25	-261.33	-259.16
8.0	0.87	-263.91	-265.66	-263.44	-262.84	-263.37	-264.22
8.2	0.87	-265.82	-264.59	-266.60	-265.78	-266.77	-265.38
8.4	0.88	-267.66	-268.48	-266.07	-268.20	-264.85	-270.70
8.6	0.88	-267.69	-270.97	-269.35	-266.61	-265.53	-266.01
8.8	0.89	-270.74	-268.31	-273.84	-271.14	-269.09	-271.34
9.0	0.89	-270.92	-271.77	-272.77	-271.54	-269.15	-269.35
9.2	0.89	-271.55	-273.30	-268.26	-270.32	-273.52	-272.35
9.4	0.90	-274.60	-274.55	-273.92	-274.39	-275.84	-274.31
9.6	0.90	-274.67	-275.39	-273.50	-277.17	-273.29	-274.02
9.8	0.90	-274.32	-275.17	-272.29	-273.09	-276.30	-274.76
10.0	0.91	-275.52	-275.06	-274.62	-276.06	-275.20	-276.65
11.0	0.92	-280.25	-280.16	-279.80	-279.20	-282.60	-279.49
12.0	0.92	-281.31	-279.40	-282.07	-283.29	-280.65	-281.12
13.0	0.94	-285.26	-282.78	-288.49	-285.35	-282.65	-287.02
14.0	0.94	-286.10	-286.80	-284.31	-287.20	-285.33	-286.84
15.0	0.95	-288.84	-290.10	-288.34	-287.88	-289.90	-287.97
16.0	0.95	-288.34	-287.35	-289.32	-286.59	-291.00	-287.44
17.0	0.96	-291.71	-292.20	-292.56	-289.70	-291.89	-292.22
18.0	0.96	-290.79	-291.00	-292.48	-292.85	-287.03	-290.61
19.0	0.96	-290.93	-289.33	-291.15	-291.71	-291.00	-291.48
20.0	0.96	-292.54	-294.60	-291.03	-290.68	-293.15	-293.22
22.0	0.97	-294.46	-296.87	-294.35	-291.34	-295.71	-294.02
24.0	0.96	-292.74	-292.69	-294.01	-291.75	-290.82	-294.44
26.0	0.97	-295.12	-293.20	-296.36	-293.31	-296.07	-296.65
28.0	0.97	-295.67	-293.18	-294.36	-297.86	-294.70	-298.27
30.0	0.97	-296.11	-294.85	-296.44	-293.51	-297.72	-298.02
32.0	0.97	-295.98	-299.70	-291.45	-298.55	-296.34	-293.87
34.0	0.97	-295.80	-297.75	-294.15	-295.23	-296.21	-295.65
36.0	0.97	-296.07	-294.76	-297.33	-296.40	-295.30	-296.58
38.0	0.98	-297.31	-290.86	-298.76	-299.60	-298.80	-298.55
40.0	0.98	-297.89	-300.56	-294.49	-297.66	-295.88	-300.85
42.0	0.98	-297.81	-297.12	-294.72	-298.00	-301.58	-297.63
44.0	0.98	-297.91	-297.90	-296.48	-297.79	-301.05	-296.34
46.0	0.97	-296.53	-297.00	-296.65	-293.85	-295.29	-299.84
48.0	0.98	-297.21	-301.41	-296.38	-294.12	-296.97	-297.19
50.0	0.98	-296.79	-297.49	-291.80	-297.39	-298.60	-298.65
52.0	0.98	-297.04	-298.38	-294.75	-298.51	-298.62	-294.95
54.0	0.97	-295.94	-293.83	-297.19	-298.85	-296.01	-293.82
56.0	0.98	-298.04	-297.97	-297.10	-301.16	-295.52	-298.43
58.0	0.98	-299.04	-299.22	-301.31	-300.14	-296.58	-297.93
60.0	0.97	-295.25	-294.12	-295.34	-295.03	-297.50	-294.27
65.0	0.98	-297.99	-299.26	-300.31	-293.63	-297.15	-299.62
70.0	0.98	-298.55	-298.76	-297.22	-297.99	-299.56	-299.22
75.0	0.98	-298.36	-296.91	-296.30	-300.66	-297.41	-300.52
80.0	0.98	-299.22	-294.60	-299.74	-303.83	-298.80	-299.12
85.0	0.99	-299.89	-300.67	-298.80	-301.73	-302.30	-295.97
90.0	0.98	-298.63	-294.40	-300.57	-302.90	-294.48	-300.78
95.0	0.98	-298.81	-298.49	-296.20	-295.52	-299.40	-304.46
100.0	0.99	-300.32	-300.22	-301.31	-301.19	-300.35	-298.52
110.0	0.98	-299.45	-298.96	-295.12	-301.38	-300.87	-300.92
120.0	0.98	-299.50	-297.31	-297.94	-299.90	-299.00	-303.37
130.0	0.98	-299.07	-298.97	-299.37	-296.42	-298.76	-301.84
140.0	0.98	-298.29	-298.99	-293.41	-302.92	-298.79	-297.32
150.0	0.98	-298.58	-299.02	-298.07	-299.23	-295.18	-301.38
160.0	0.98	-298.58	-295.42	-297.00	-299.62	-303.08	-297.76
170.0	0.97	-296.60	-292.88	-296.76	-300.05	-297.04	-296.28
180.0	0.98	-298.12	-301.68	-299.22	-297.87	-295.37	-296.47
190.0	0.99	-300.57	-300.75	-300.20	-301.79	-301.96	-298.16
200.0	0.98	-299.78	-297.53	-296.24	-303.46	-303.90	-297.75
220.0	0.98	-298.95	-299.25	-303.85	-299.78	-296.81	-295.05
240.0	0.97	-296.49	-296.86	-295.43	-295.08	-297.83	-297.27
260.0	0.98	-298.74	-301.17	-298.02	-298.73	-298.24	-297.52
280.0	0.98	-298.56	-298.97	-300.52	-297.60	-298.49	-297.24
300.0	0.98	-299.46	-297.11	-305.43	-300.15	-294.71	-299.89
320.0	0.98	-298.86	-295.71	-295.30	-297.94	-302.54	-302.81
340.0	0.99	-300.57	-299.57	-302.77	-300.02	-300.70	-299.77
360.0	0.98	-298.31	-299.70	-300.55	-294.69	-298.87	-297.74
380.0	0.97	-296.28	-293.26	-296.92	-296.21	-297.69	-297.31
400.0	0.99	-300.63	-300.84	-299.79	-298.73	-301.29	-302.49
420.0	0.98	-297.38	-299.70	-297.94	-293.16	-299.62	-296.49
440.0	0.98	-298.67	-297.60	-296.96	-296.19	-298.23	-304.38
460.0	0.98	-297.02	-302.55	-297.48	-297.80	-291.48	-295.77
480.0	0.98	-299.02	-304.00	-300.99	-294.02	-300.30	-295.79
500.0	0.98	-298.53	-299.20	-299.95	-299.50	-298.48	-295.50
520.0	0.99	-300.81	-300.51	-301.14	-301.82	-299.60	-301.00
540.0	0.98	-297.90	-302.59	-300.43	-296.15	-297.56	-292.75
560.0	0.99	-301.61	-303.35	-299.87	-298.28	-303.48	-303.06
580.0	0.98	-298.66	-293.68	-302.21	-297.53	-300.53	-299.33
600.0	0.98	-298.68	-298.80	-299.19	-299.57	-295.39	-300.45
620.0	0.99	-299.80	-303.24	-297.78	-295.86	-300.93	-301.19
640.0	0.99	-300.09	-298.24	-301.70	-298.30	-297.57	-304.66
660.0	0.98	-297.97	-298.22	-298.27	-298.68	-300.02	-294.64
680.0	0.98	-299.51	-301.32	-301.71	-296.97	-297.05	-300.50
700.0	0.98	-297.36	-295.58	-298.48	-295.80	-298.63	-298.33
720.0	0.98	-298.98	-298.00	-299.08	-296.37	-300.65	-300.82
740.0	0.98	-298.15	-297.07	-294.34	-301.05	-294.64	-303.64
760.0	0.98	-298.60	-301.92	-291.46	-299.02	-298.69	-301.92
780.0	0.98	-298.49	-301.20	-293.87	-299.58	-302.95	-294.84
800.0	0.98	-299.55	-299.43	-298.83	-302.73	-296.50	-300.24
820.0	0.98	-297.86	-293.07	-299.03	-298.13	-300.53	-298.53
840.0	0.98	-298.25	-299.37	-298.80	-295.28	-300.65	-297.15
860.0	0.98	-297.70	-296.85	-302.11	-294.44	-296.47	-298.64
880.0	0.98	-297.65	-297.63	-298.39	-296.73	-299.69	-295.79
900.0	0.99	-300.56	-299.10	-303.15	-300.47	-296.86	-303.20
920.0	0.98	-298.79	-298.82	-294.11	-299.85	-301.45	-299.72
940.0	0.99	-300.29	-302.09	-298.71	-303.12	-301.38	-296.17
960.0	0.98	-298.52	-298.11	-298.22	-300.21	-299.97	-296.07
980.0	0.98	-299.45	-301.37	-297.60	-299.93	-298.89	-299.48
1000.0	0.98	-299.74	-299.00	-300.69	-300.72	-296.78	-301.50
