q   Afin    Avg     M1      M2      M3      M4      M5
0.1	0.00	0.03	0.03	0.03	0.02	0.04	0.02
0.2	0.00	-0.53	-0.54	-0.54	-0.50	-0.55	-0.54
0.3	0.00	-1.21	-1.23	-1.21	-1.23	-1.17	-1.21
0.4	0.01	-1.98	-1.98	-1.98	-1.96	-2.00	-1.96
0.5	0.01	-2.79	-2.77	-2.84	-2.77	-2.77	-2.79
0.6	0.01	-3.62	-3.64	-3.60	-3.66	-3.62	-3.60
0.7	0.01	-4.49	-4.52	-4.45	-4.46	-4.48	-4.53
0.8	0.02	-5.37	-5.33	-5.33	-5.42	-5.35	-5.40
0.9	0.02	-6.27	-6.14	-6.35	-6.28	-6.35	-6.25
1.0	0.02	-7.29	-7.33	-7.25	-7.30	-7.28	-7.32
1.2	0.03	-9.32	-9.25	-9.20	-9.46	-9.34	-9.33
1.4	0.04	-11.70	-11.68	-11.75	-11.58	-11.79	-11.72
1.6	0.05	-14.41	-14.35	-14.29	-14.47	-14.47	-14.47
1.8	0.06	-17.40	-17.40	-17.46	-17.41	-17.37	-17.37
2.0	0.07	-20.89	-20.89	-21.00	-20.95	-20.84	-20.75
2.2	0.08	-24.73	-24.70	-24.77	-24.79	-24.79	-24.60
2.4	0.10	-29.21	-29.24	-29.15	-29.17	-29.31	-29.21
2.6	0.11	-34.27	-34.23	-34.35	-34.33	-34.40	-34.02
2.8	0.13	-40.08	-40.09	-40.08	-39.91	-40.21	-40.12
3.0	0.15	-46.84	-46.73	-46.80	-46.83	-46.92	-46.92
3.2	0.18	-54.59	-54.33	-54.60	-54.65	-54.64	-54.75
3.4	0.21	-63.37	-63.35	-63.48	-63.34	-63.14	-63.53
3.6	0.24	-73.24	-73.55	-73.16	-73.12	-73.11	-73.28
3.8	0.28	-84.86	-85.00	-84.83	-84.73	-84.84	-84.91
4.0	0.32	-97.69	-97.36	-97.52	-97.58	-98.14	-97.82
4.2	0.37	-112.27	-112.56	-112.44	-111.92	-112.00	-112.41
4.4	0.42	-128.88	-128.90	-129.20	-128.52	-128.96	-128.81
4.6	0.48	-146.44	-145.91	-146.38	-145.51	-146.67	-147.71
4.8	0.54	-163.94	-164.52	-163.65	-164.26	-164.25	-163.03
5.0	0.59	-180.13	-180.58	-180.52	-180.30	-178.94	-180.30
5.2	0.64	-194.31	-194.66	-194.41	-194.52	-194.18	-193.80
5.4	0.68	-205.91	-205.73	-206.20	-205.80	-206.30	-205.54
5.6	0.71	-215.86	-216.08	-215.70	-216.19	-215.50	-215.81
5.8	0.73	-223.55	-223.64	-224.68	-223.50	-222.60	-223.35
