q   Afinidade   Média M1  M2  M3  M4  M5
0.2	0.001	-41.2	-36.4	-43.5	-35.2	-47.4	-43.7
0.4	0.004	-142.1	-158.0	-127.9	-139.1	-147.5	-138.1
0.6	0.009	-302.8	-303.0	-300.3	-290.2	-304.8	-315.8
0.8	0.014	-463.4	-476.5	-476.4	-458.8	-467.5	-437.7
1.0	0.021	-670.1	-646.3	-677.6	-718.7	-645.1	-662.6
1.2	0.027	-879.3	-873.3	-872.0	-910.4	-877.9	-862.9
1.4	0.033	-1061.1	-1080.8	-1025.1	-1056.6	-1067.3	-1075.5
1.6	0.039	-1275.4	-1304.9	-1249.8	-1289.6	-1279.0	-1253.9
1.8	0.046	-1496.0	-1523.0	-1523.5	-1484.3	-1478.0	-1470.9
2.0	0.055	-1782.9	-1758.9	-1793.4	-1806.1	-1763.2	-1793.1
2.2	0.066	-2139.3	-2187.8	-2147.9	-2079.5	-2078.7	-2202.7
2.4	0.076	-2486.9	-2495.3	-2507.5	-2465.6	-2473.0	-2493.0
2.6	0.089	-2892.6	-2871.5	-2891.1	-2932.9	-2880.7	-2887.1
2.8	0.105	-3422.9	-3431.4	-3425.7	-3416.3	-3397.1	-3444.1
3.0	0.120	-3918.7	-3932.8	-3935.6	-3896.7	-3890.3	-3938.1
3.2	0.141	-4605.3	-4595.3	-4622.4	-4611.8	-4594.4	-4602.4
3.4	0.165	-5377.2	-5348.0	-5391.5	-5397.9	-5382.4	-5366.1
3.6	0.189	-6160.4	-6153.6	-6154.4	-6140.3	-6172.7	-6181.2
3.8	0.219	-7120.3	-7109.3	-7116.4	-7127.2	-7126.6	-7121.9
4.0	0.254	-8276.6	-8285.5	-8284.6	-8256.1	-8270.2	-8286.8
4.2	0.293	-9550.7	-9555.5	-9560.7	-9550.6	-9536.0	-9550.9
4.4	0.337	-10994.2	-11005.1	-10995.8	-10995.1	-11005.0	-10970.0
4.6	0.390	-12705.1	-12702.5	-12703.2	-12700.3	-12706.7	-12712.8
4.8	0.453	-14767.3	-14755.1	-14763.0	-14770.3	-14773.0	-14775.0
5.0	0.531	-17315.9	-17318.7	-17321.1	-17302.3	-17319.1	-17318.3
5.2	0.632	-20581.4	-20602.1	-20553.8	-20545.3	-20609.7	-20595.9
5.4	0.726	-23644.0	-23674.2	-23590.9	-23606.5	-23671.7	-23676.8
5.6	0.767	-24979.8	-24857.2	-25109.1	-24977.4	-24966.9	-24988.2
5.8	0.790	-25743.7	-25821.7	-25655.9	-25779.9	-25723.1	-25737.7
6.0	0.801	-26106.5	-26179.1	-26037.2	-26166.9	-26082.0	-26067.3
6.2	0.815	-26560.6	-26534.3	-26336.7	-26590.3	-26712.7	-26628.8
6.4	0.828	-26976.5	-27074.8	-26945.1	-26833.0	-26945.3	-27084.5
6.6	0.832	-27125.1	-27119.7	-27384.2	-27087.6	-27119.5	-26914.5
6.8	0.843	-27474.5	-27459.5	-27408.2	-27594.2	-27291.6	-27618.8
7.0	0.853	-27780.8	-27819.6	-27802.0	-28136.9	-27696.5	-27449.0
7.2	0.860	-28015.0	-28063.1	-28011.3	-27989.1	-27885.7	-28125.9
7.4	0.863	-28119.5	-28045.0	-28414.4	-27988.5	-27938.6	-28210.8
7.6	0.867	-28235.4	-28078.3	-28210.2	-28276.5	-28060.2	-28551.8
7.8	0.876	-28552.0	-28527.7	-28818.6	-28438.3	-28364.6	-28610.9
8.0	0.882	-28726.0	-28326.7	-28451.8	-28845.8	-29224.1	-28781.5
8.2	0.891	-29025.1	-28991.4	-29118.6	-28858.9	-29131.9	-29024.5
8.4	0.887	-28893.9	-29246.5	-29160.3	-28732.9	-28521.7	-28808.3
8.6	0.894	-29139.3	-28934.6	-29287.9	-29274.4	-28948.5	-29251.1
8.8	0.900	-29315.8	-29047.4	-29406.7	-29363.1	-29291.2	-29470.8
9.0	0.900	-29319.0	-29511.9	-29270.6	-29246.1	-29450.4	-29116.2
9.2	0.907	-29551.1	-29427.2	-29967.7	-29626.6	-29411.5	-29322.7
9.4	0.908	-29599.4	-29561.7	-29642.7	-29941.4	-29465.6	-29385.7
9.6	0.915	-29824.2	-29826.5	-30077.0	-29771.3	-29482.4	-29964.0
9.8	0.913	-29741.9	-29503.2	-29635.2	-29893.6	-29662.7	-30014.7
10.0	0.915	-29824.2	-30168.0	-30081.8	-29963.1	-29394.1	-29514.2
